Order	Species	Scale	Deme	Nuc_Div	U_Haps	N_pairs	N_seqs	Medn_dt	N_dates	Mdn_dst	ag_post	ag_pre	built	tmax	tmin	vpdmax	precip	icide	Lon	Lat
Ephemeroptera	Eurylophella aestiva	1	6	0	0.5	1	2	2010	1	0	0.052285449737021	0.121874031661591	0.048258138206739	20.0687494277954	6.9837498664856	14.3883333206177	1118.17004394531	0.048576591298804	-78.658	37.474
Ephemeroptera	Drunella cornutella	1	1	0	0.5	6	4	2010	2	0	0.033612105302064	0.169764443609092	0.026818830242511	12.6333336830139	1.5716667175293	8.56166648864746	1421.61499023438	8.24849547613526	-74.43	41.92
Ephemeroptera	Drunella cornutella	1	2	0.002026342451874	0.5	6	4	2010	1	0	0.02195890207581	0.102463047080904	0.068194842406877	12.5791664123535	0.050000011920929	9.31583309173584	959.27001953125	0.312683782004992	-72.05	44.03
Ephemeroptera	Drunella cornutella	1	3	0	0.25	6	4	2010	1	0	0.049198110162758	0.192593582508039	0.057372346528973	11.9275002479553	-0.044166687875986	8.37958335876465	1175.14501953125	0.419156731529845	-72.54	43.69
Ephemeroptera	Drunella cornuta	1	1	0.003039513677812	0.5	6	4	2010	2	0	0.049198110162758	0.192593582508039	0.057372346528973	11.9275002479553	-0.044166687875986	8.37958335876465	1175.14501953125	0.419156731529845	-72.54	43.69
Ephemeroptera	Drunella cornuta	1	2	0	0.25	6	4	2010	1	0	0.093603773212449	0.192511909310253	0.077297452046951	13.2066669464111	1.27208334207535	9.45083332061768	1191.48999023438	0.258130906356534	-75.121	42.025
Ephemeroptera	Ephemerella excrucians	1	1	0	0.5	1	2	2013	2	0	0.017700984408509	0.066257933251546	0.033752860411899	18.0879173278809	7.16458320617676	10.4979166984558	2044.56500244141	0.587364530894243	-83.133	35.0208
Ephemeroptera	Ephemerella excrucians	1	2	0.004247597911195	0.5	28	8	2010	1	0	0.01927217056152	0.067959824574787	0.028628685943315	17.5762500762939	6.13374996185303	10.1358332633972	1957.17999267578	0.689487057430544	-83.2445	35.0182
Ephemeroptera	Ephemerella excrucians	1	3	0.003095975232198	0.5	6	4	2010	1	0	0.006059523242835	0.040658165178946	0.037407195888064	20.1316661834717	6.69166660308838	13.5816669464111	1440	0.781262751808393	-83.8784	35.467
Ephemeroptera	Ephemerella excrucians	1	4	0	0.5	1	2	2010	1	0	0.029235442143295	0.077947383974782	0.038152610441767	17.9141674041748	4.38833332061768	10.9983329772949	1301.03002929688	1.39824531413209	-83.073	35.668
Ephemeroptera	Ephemerella excrucians	1	5	0	0.5	1	2	2009.5	2	0	0.099595319970221	0.170434143990623	0.036909871244635	20.8041667938232	8.63916635513306	14.0599999427795	1352.66998291016	0.103242866515534	-84.4093	35.6457
